type,legacy type SKIP,legacy_id,title,alias,created,body,in-body image SKIP,field_teaser,field_url,field_social_tw,field_social_fb,field_social_ins,field_image_logo,uri,filemime,field_taxonomy_partner,fid SKIP,height SKIP,width SKIP,alt SKIP,summary SKIP
Partner,Champions Partners,412965,National Alliance for Nutrition and Activity,content/national-alliance-nutrition-and-activity,1475167479,,,,https://cspinet.org/national-alliance-nutrition-and-activity,,,,nationalalliancefornutritionandactivity-logo.png,public://nationalalliancefornutritionandactivity-logo.png,image/png,,8808,142,189,,
Partner,Champions Partners,412966,National CACFP Sponsors Association,content/national-cacfp-sponsors-association,1475167534,,,,https://www.cacfp.org/,,,,national_cacfp_sponsors_association.png,public://national_cacfp_sponsors_association.png,image/png,,8810,103,137,,
Partner,Champions Partners,412967,National Conference of State Legislators Hunger Partnership,content/national-conference-state-legislators-hunger-partnership,1475167687,,,,http://www.ncsl.org/,,,,ncsl_logo_.png,public://ncsl_logo_.png,image/png,,8813,558,744,,
Partner,Champions Partners,412968,National Dairy Council,content/national-dairy-council,1475167774,,,,https://www.nationaldairycouncil.org/,,,,ndc-logo.png,public://ndc-logo.png,image/png,,8815,146,194,,
Partner,Champions Partners,412969,National Governors Association,content/national-governors-association,1475167879,,,,http://www.nga.org/cms/home.html,,,,nga-logo.png,public://nga-logo.png,image/png,,8818,118,157,,
Partner,Champions Partners,412970,National Recreation and Park Association,content/national-recreation-and-park-association,1475168092,,,,http://www.nrpa.org/,,,,nrpa-logo.png,public://nrpa-logo.png,image/png,,8820,84,112,,
Partner,Champions Partners,412971,National Education Association,content/national-education-association,1475168164,,,,http://www.nea.org/,,,,nealogo.jpeg,public://nealogo.jpeg,image/jpeg,,8822,62,82,,
Partner,Champions Partners,412972,National WIC Association,content/national-wic-association,1475168327,,,,https://www.nwica.org/,,,,nwa_400x400.jpg,public://nwa_400x400.jpg,image/jpeg,,8825,300,400,,
Partner,Champions Partners,412973,NETWORK Lobby for Catholic Social Justice,content/network-lobby-catholic-social-justice,1475168413,,,,https://networklobby.org/,,,,network-logo.png,public://network-logo.png,image/png,,8827,100,133,,
Partner,Champions Partners,412974,Partnership for a Healthier America,content/partnership-healthier-america-0,1475168547,,,,http://ahealthieramerica.org/,,,,partnership-logo.png,public://partnership-logo.png,image/png,,8829,92,122,,
Partner,Champions Partners,412975,PayPerks,content/payperks,1475168649,,,,https://www.payperks.com/,,,,payperks-logo.png,public://payperks-logo.png,image/png,,8831,42,56,,
Partner,Champions Partners,412976,Promedica,content/promedica,1475168778,,,,https://www.promedica.org/pages/home.aspx,,,,promedica-logo.png,public://promedica-logo.png,image/png,,8833,29,38,,
Partner,Champions Partners,412977,Results for America,content/results-america,1475168849,,,,http://results4america.org/,,,,results4america-logo.png,public://results4america-logo.png,image/png,,8835,130,173,,
Partner,Champions Partners,412978,Salvation Army,content/salvation-army,1475168928,,,,http://www.salvationarmyusa.org/,,,,salvationarmy-logo.jpg,public://salvationarmy-logo.jpg,image/jpeg,,8837,120,160,,
Partner,Champions Partners,412979,School Nutrition Association,content/school-nutrition-association-0,1475169004,,,,https://schoolnutrition.org/,,,,school_nutrition_association-logo.png,public://school_nutrition_association-logo.png,image/png,,8839,133,177,,
Partner,Champions Partners,412980,Trust for America's Health,content/trust-americas-health,1475169164,,,,http://healthyamericans.org/,,,,trustamericashealth-logo.jpg,public://trustamericashealth-logo.jpg,image/jpeg,,8842,44,58,,
Partner,Champions Partners,412981,United Way Worldwide,content/united-way-worldwide,1475169289,,,,https://www.unitedway.org/,,,,unitedwayworldwide-logo-150x65.png,public://unitedwayworldwide-logo-150x65.png,image/png,,8844,65,86,,
Partner,Champions Partners,412982,US Conference of Catholic Bishops,content/us-conference-catholic-bishops,1475169417,,,,http://www.usccb.org/about/,,,,us_conference_of_catholic_bishops-logo.png,public://us_conference_of_catholic_bishops-logo.png,image/png,,8846,168,224,,
Partner,Champions Partners,412983,United States Department of Agriculture (USDA),content/united-states-department-agriculture-usda,1475171156,,,,http://www.usda.gov/,,,,usda.png,public://usda.png,image/png,,8848,134,178,,
Partner,Champions Partners,412984,Y of the USA,content/y-usa,1475171309,,,,http://www.ymca.net/,,,,ymca-logo.png,public://ymca-logo.png,image/png,,8850,159,212,,
Partner,Champions Partners,413010,AmeriCorps,content/americorps,1478186213,,,,http://www.nationalservice.gov/programs/americorps,,,,americorps-overlay-logo_original.png,public://americorps-overlay-logo_original.png,image/png,,8868,74,99,,
Partner,Champions Partners,413011,Corporation for National Community Service,content/corporation-national-community-service,1478186355,,,,http://www.nationalservice.gov/programs,,,,cncs_small.png,public://cncs_small.png,image/png,,8870,177,236,,
Partner,Champions Partners,413028,HOSA Future Health Professionals,content/hosa-future-health-professionals,1484087228,,,,http://www.hosa.org,,,,logosmall_0.png,public://logosmall_0.png,image/png,,8940,122,162,,
Partner,Champions Partners,413046,The Root Cause Coalition,content/root-cause-coalition,1490122957,,,,http://www.rootcausecoalition.org/,,,,blank.jpg,public://blank.jpg,image/jpeg,,9011,90,120,,
